# Gnuplot Deformed Mesh Archive
# X_deformed              Y_deformed
    0.00000000000000E+00    0.00000000000000E+00
    1.00041808750039E+00    1.44886955392128E-04
    1.00032538101279E+00    1.00007163293113E+00
    0.00000000000000E+00    1.00000000000000E+00
    0.00000000000000E+00    0.00000000000000E+00


    1.00041808750039E+00    1.44886955392128E-04
    2.00017202053878E+00    2.73616341899840E-04
    2.00074383281367E+00    1.00023244451200E+00
    1.50022363158180E+00    1.20024258527674E+00
    1.00032538101279E+00    1.00007163293113E+00
    1.00041808750039E+00    1.44886955392128E-04


