198 173   !Vertices e elementos  
0.000000 0.000000
1.000000 0.000000
1.000000 1.000000
0.000000 1.000000
0.083333 0.000000
0.166667 0.000000
0.250000 0.000000
0.333333 0.000000
0.416667 0.000000
0.500000 0.000000
0.583333 0.000000
0.666667 0.000000
0.750000 0.000000
0.833333 0.000000
0.916667 0.000000
1.000000 0.083333
1.000000 0.166667
1.000000 0.250000
1.000000 0.333333
1.000000 0.416667
1.000000 0.500000
1.000000 0.583333
1.000000 0.666667
1.000000 0.750000
1.000000 0.833333
1.000000 0.916667
0.916667 1.000000
0.833333 1.000000
0.750000 1.000000
0.666667 1.000000
0.583333 1.000000
0.500000 1.000000
0.416667 1.000000
0.333333 1.000000
0.250000 1.000000
0.166667 1.000000
0.083333 1.000000
0.000000 0.916667
0.000000 0.833333
0.000000 0.750000
0.000000 0.666667
0.000000 0.583333
0.000000 0.500000
0.000000 0.416667
0.000000 0.333333
0.000000 0.250000
0.000000 0.166667
0.000000 0.083333
0.484724 0.928414
0.073383 0.451287
0.529947 0.088552
0.928249 0.515733
0.072723 0.689054
0.695981 0.903744
0.305473 0.070218
0.923478 0.306008
0.322088 0.928014
0.076490 0.291632
0.928036 0.678102
0.674978 0.070952
0.846374 0.925025
0.074559 0.846246
0.074325 0.128015
0.840443 0.074283
0.561718 0.931159
0.478668 0.856876
0.397547 0.855837
0.477713 0.784729
0.558483 0.790619
0.478078 0.712351
0.394048 0.711461
0.478263 0.639313
0.560217 0.642207
0.477618 0.566823
0.559184 0.568608
0.557753 0.495329
0.475217 0.494763
0.638133 0.498656
0.550992 0.422549
0.394625 0.639160
0.638120 0.651425
0.632288 0.421710
0.618301 0.347309
0.539214 0.349706
0.310815 0.711279
0.311587 0.638911
0.692437 0.331365
0.715102 0.507741
0.612237 0.278340
0.533754 0.275895
0.228854 0.709850
0.229455 0.636680
0.228941 0.563082
0.458750 0.350070
0.450165 0.276940
0.376389 0.349582
0.367579 0.277111
0.294511 0.349691
0.275956 0.266468
0.303914 0.421668
0.223059 0.415859
0.365725 0.208762
0.149342 0.552165
0.312179 0.783531
0.230472 0.782793
0.538367 0.188750
0.630175 0.210561
0.149543 0.627151
0.073653 0.529541
0.073515 0.369854
0.148286 0.325662
0.166768 0.261974
0.147553 0.398231
0.405098 0.928023
0.098606 0.221023
0.140708 0.151482
0.152292 0.069007
0.215854 0.120623
0.928072 0.593928
0.856149 0.682611
0.856088 0.766583
0.784520 0.677906
0.784064 0.759797
0.711745 0.744783
0.785024 0.595370
0.853415 0.846478
0.707354 0.823970
0.633986 0.804554
0.625946 0.878907
0.779296 0.839024
0.856513 0.598036
0.857465 0.520467
0.787640 0.517332
0.712825 0.585575
0.791732 0.460042
0.858286 0.437990
0.926581 0.459275
0.617512 0.068211
0.463292 0.073423
0.712109 0.664647
0.239984 0.928178
0.754836 0.074749
0.845866 0.149669
0.924485 0.154599
0.850621 0.222876
0.793069 0.223465
0.851711 0.292282
0.751806 0.166694
0.699344 0.238295
0.310860 0.565852
0.927979 0.760644
0.226801 0.487721
0.386021 0.422207
0.386445 0.071890
0.149640 0.702354
0.150574 0.777789
0.308190 0.492702
0.393868 0.566582
0.468144 0.422373
0.390836 0.494211
0.445370 0.205386
0.559285 0.717758
0.395131 0.783825
0.307199 0.209021
0.153237 0.852687
0.316605 0.855830
0.234613 0.855059
0.904905 0.371845
0.804667 0.369116
0.211453 0.208633
0.158634 0.926583
0.926661 0.841918
0.768772 0.289002
0.669094 0.282376
0.659100 0.141999
0.589793 0.116764
0.501128 0.136975
0.446098 0.139605
0.370869 0.141813
0.219322 0.345090
0.149077 0.473053
0.555469 0.863177
0.636296 0.729116
0.616082 0.931990
0.074173 0.766168
0.925173 0.233036
0.229410 0.068270
0.073714 0.607853
0.852796 0.344209
0.637280 0.575763
0.767917 0.918429
0.729599 0.418000
0.922724 0.921362
0.078795 0.922683
0.076749 0.073018
0.920854 0.077710
0.218004 0.292491
0.280063 0.151161
65 182 129 184
165 62 185 156
126 61 191 130
6 117 195 5
17 144 196 16
140 81 190 134
101 152 181 113
173 147 189 169
69 162 183 128
101 113 111 180
87 174 149 173
155 156 185 53
147 145 186 56
133 135 136 132
136 137 52 132
52 137 20 21
47 63 116 115
109 43 44 50
57 114 33 34
88 133 125 134
113 110 58 111
141 167 166 57
119 52 21 22
11 51 139 10
50 44 45 110
100 157 152 101
34 35 141 57
110 45 46 58
131 119 59 120
59 119 22 23
157 100 153 160
119 131 132 52
148 142 64 143
60 138 11 12
142 60 12 13
122 140 134 125
130 127 124 123
123 122 120 121
47 115 58 46
151 121 120 59
140 122 123 124
23 24 151 59
54 129 128 127
64 142 13 14
159 77 160 153
131 120 122 125
148 143 145 146
125 133 132 131
130 123 121 126
150 86 92 93
84 94 95 90
159 153 96 94
55 8 9 154
154 9 10 139
108 103 93 92
98 96 153 100
92 86 85 91
94 96 97 95
74 158 160 77
49 65 31 32
150 93 152 157
161 95 97 102
86 150 158 80
95 161 106 90
80 72 70 71
156 155 91 105
94 84 79 159
80 158 74 72
158 150 157 160
90 89 83 84
82 78 76 79
77 76 75 74
70 68 163 71
86 80 71 85
72 74 75 73
108 92 91 155
77 159 79 76
66 67 163 68
84 83 82 79
