# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00    -1.497549E-02
   7.291459E-04     5.584102E-03
   1.458292E-03     1.081107E-02
   2.187438E-03    -1.364662E-02
   2.916584E-03    -6.338914E-04
   3.645729E-03     1.411935E-02
   4.374875E-03    -9.895831E-03
   5.104021E-03    -6.739385E-03
   5.833167E-03     1.492183E-02
   6.562313E-03    -4.388797E-03
   7.291459E-03    -1.164882E-02
   8.020605E-03     1.307608E-02
   8.749751E-03     1.897131E-03
   9.478896E-03    -1.449090E-02
   1.020804E-02     8.909675E-03
   1.093719E-02     7.846369E-03
   1.166633E-02    -1.476122E-02
   1.239548E-02     3.162039E-03
   1.312463E-02     1.240309E-02
   1.385377E-02    -1.241183E-02
   1.458292E-02    -3.146775E-03
   1.531206E-02     1.475858E-02
   1.604121E-02    -7.859665E-03
   1.677036E-02    -8.897120E-03
   1.749950E-02     1.449483E-02
   1.822865E-02    -1.912619E-03
   1.895779E-02    -1.306846E-02
   1.968694E-02     1.165862E-02
   2.041608E-02     4.373866E-03
   2.114523E-02    -1.492050E-02
   2.187438E-02     6.753326E-03
   2.260352E-02     9.884106E-03
   2.333267E-02    -1.412455E-02
   2.406181E-02     6.494919E-04
   2.479096E-02     1.364018E-02
   2.552011E-02    -1.082186E-02
   2.624925E-02    -5.569610E-03
   2.697840E-02     1.497549E-02
   2.770754E-02    -5.598587E-03
   2.843669E-02    -1.080025E-02
   2.916584E-02     1.365304E-02
   2.989498E-02     6.182903E-04
   3.062413E-02    -1.411414E-02
   3.135327E-02     9.907545E-03
   3.208242E-02     6.725438E-03
   3.281156E-02    -1.492314E-02
   3.354071E-02     4.403724E-03
   3.426986E-02     1.163900E-02
   3.499900E-02    -1.308368E-02
   3.572815E-02    -1.881641E-03
   3.645729E-02     1.448695E-02
   3.718644E-02    -8.922221E-03
   3.791559E-02    -7.833065E-03
   3.864473E-02     1.476385E-02
   3.937388E-02    -3.177300E-03
   4.010302E-02    -1.239433E-02
   4.083217E-02     1.242056E-02
   4.156132E-02     3.131507E-03
   4.229046E-02    -1.475593E-02
   4.301961E-02     7.872952E-03
   4.374875E-02     8.884555E-03
   4.447790E-02    -1.449874E-02
   4.520704E-02     1.928105E-03
   4.593619E-02     1.306083E-02
   4.666534E-02    -1.166842E-02
   4.739448E-02    -4.358929E-03
   4.812363E-02     1.491916E-02
   4.885277E-02    -6.767259E-03
   4.958192E-02    -9.872370E-03
   5.031107E-02     1.412973E-02
   5.104021E-02    -6.650916E-04
   5.176936E-02    -1.363373E-02
   5.249850E-02     1.083265E-02
   5.322765E-02     5.555112E-03
   5.395680E-02    -1.497546E-02
   5.468594E-02     5.613067E-03
   5.541509E-02     1.078943E-02
   5.614423E-02    -1.365945E-02
   5.687338E-02    -6.026884E-04
   5.760252E-02     1.410891E-02
   5.833167E-02    -9.919249E-03
   5.906082E-02    -6.711482E-03
   5.978996E-02     1.492444E-02
   6.051911E-02    -4.418646E-03
   6.124825E-02    -1.162917E-02
   6.197740E-02     1.309127E-02
   6.270655E-02     1.866149E-03
   6.343569E-02    -1.448298E-02
   6.416484E-02     8.934757E-03
   6.489398E-02     7.819753E-03
   6.562313E-02    -1.476646E-02
   6.635228E-02     3.192558E-03
   6.708142E-02     1.238556E-02
   6.781057E-02    -1.242928E-02
   6.853971E-02    -3.116235E-03
   6.926886E-02     1.475326E-02
   6.999800E-02    -7.886231E-03
   7.072715E-02    -8.871980E-03
   7.145630E-02     1.450264E-02
   7.218544E-02    -1.943589E-03
   7.291459E-02    -1.305318E-02
   7.364373E-02     1.167820E-02
   7.437288E-02     4.343988E-03
   7.510203E-02    -1.491780E-02
   7.583117E-02     6.781185E-03
   7.656032E-02     9.860623E-03
   7.728946E-02    -1.413490E-02
   7.801861E-02     6.806907E-04
   7.874776E-02     1.362726E-02
   7.947690E-02    -1.084343E-02
   8.020605E-02    -5.540608E-03
   8.093519E-02     1.497542E-02
   8.166434E-02    -5.627540E-03
   8.239348E-02    -1.077860E-02
   8.312263E-02     1.366584E-02
   8.385178E-02     5.870859E-04
   8.458092E-02    -1.410367E-02
   8.531007E-02     9.930942E-03
   8.603921E-02     6.697520E-03
   8.676836E-02    -1.492572E-02
   8.749751E-02     4.433563E-03
   8.822665E-02     1.161932E-02
   8.895580E-02    -1.309885E-02
   8.968494E-02    -1.850655E-03
   9.041409E-02     1.447900E-02
   9.114324E-02    -8.947283E-03
   9.187238E-02    -7.806431E-03
   9.260153E-02     1.476905E-02
   9.333067E-02    -3.207812E-03
   9.405982E-02    -1.237677E-02
   9.478896E-02     1.243798E-02
   9.551811E-02     3.100961E-03
   9.624726E-02    -1.475057E-02
   9.697640E-02     7.899501E-03
   9.770555E-02     8.859395E-03
   9.843469E-02    -1.450653E-02
   9.916384E-02     1.959071E-03
   9.989299E-02     1.304552E-02
   1.006221E-01    -1.168797E-02
   1.013513E-01    -4.329042E-03
   1.020804E-01     1.491642E-02
   1.028096E-01    -6.795104E-03
   1.035387E-01    -9.848866E-03
   1.042679E-01     1.414005E-02
   1.049970E-01    -6.962890E-04
   1.057262E-01    -1.362078E-02
   1.064553E-01     1.085419E-02
   1.071844E-01     5.526099E-03
   1.079136E-01    -1.497536E-02
   1.086427E-01     5.642007E-03
   1.093719E-01     1.076775E-02
   1.101010E-01    -1.367222E-02
   1.108302E-01    -5.714828E-04
   1.115593E-01     1.409841E-02
   1.122885E-01    -9.942624E-03
   1.130176E-01    -6.683550E-03
   1.137468E-01     1.492698E-02
   1.144759E-01    -4.448476E-03
   1.152050E-01    -1.160947E-02
   1.159342E-01     1.310641E-02
   1.166633E-01     1.835159E-03
   1.173925E-01    -1.447501E-02
   1.181216E-01     8.959800E-03
   1.188508E-01     7.793102E-03
   1.195799E-01    -1.477162E-02
   1.203091E-01     3.223062E-03
   1.210382E-01     1.236798E-02
   1.217674E-01    -1.244667E-02
   1.224965E-01    -3.085683E-03
   1.232257E-01     1.474786E-02
   1.239548E-01    -7.912762E-03
   1.246839E-01    -8.846801E-03
   1.254131E-01     1.451040E-02
   1.261422E-01    -1.974550E-03
   1.268714E-01    -1.303785E-02
   1.276005E-01     1.169772E-02
   1.283297E-01     4.314092E-03
   1.290588E-01    -1.491502E-02
   1.297880E-01     6.809015E-03
   1.305171E-01     9.837097E-03
   1.312463E-01    -1.414518E-02
   1.319754E-01     7.118865E-04
   1.327046E-01     1.361428E-02
   1.334337E-01    -1.086494E-02
   1.341628E-01    -5.511583E-03
   1.348920E-01     1.497529E-02
   1.356211E-01    -5.656469E-03
   1.363503E-01    -1.075689E-02
   1.370794E-01     1.367859E-02
   1.378086E-01     5.558791E-04
   1.385377E-01    -1.409314E-02
   1.392669E-01     9.954296E-03
   1.399960E-01     6.669573E-03
   1.407252E-01    -1.492823E-02
   1.414543E-01     4.463383E-03
   1.421834E-01     1.159960E-02
   1.429126E-01    -1.311396E-02
   1.436417E-01    -1.819661E-03
   1.443709E-01     1.447100E-02
   1.451000E-01    -8.972307E-03
