# Gnuplot Deformed Mesh Archive
# X_deformed              Y_deformed
    5.65039817528089E+03    1.21103811306902E+03
    5.65008569422612E+03    1.21105794773845E+03
    5.64977321316251E+03    1.21107775872136E+03
    5.64976529335519E+03    1.21095272497695E+03
    5.64975737324302E+03    1.21082769118762E+03
    5.65006983535774E+03    1.21080787868621E+03
    5.65038229746347E+03    1.21078804249828E+03
    5.65039023652410E+03    1.21091307780608E+03
    5.65039817528089E+03    1.21103811306902E+03


    5.64977321316251E+03    1.21107775872136E+03
    5.64946074783338E+03    1.21109753617920E+03
    5.64914828250537E+03    1.21111727027800E+03
    5.64914039738587E+03    1.21099223806090E+03
    5.64913251195698E+03    1.21086720579869E+03
    5.64944494259969E+03    1.21084747017226E+03
    5.64975737324302E+03    1.21082769118762E+03
    5.64976529335519E+03    1.21095272497695E+03
    5.64977321316251E+03    1.21107775872136E+03


    5.65041405208359E+03    1.21128813457119E+03
    5.65010155207938E+03    1.21130796822161E+03
    5.64978905206615E+03    1.21132777818539E+03
    5.64978113271621E+03    1.21120276845780E+03
    5.64977321316251E+03    1.21107775872136E+03
    5.65008569422612E+03    1.21105794773845E+03
    5.65039817528089E+03    1.21103811306902E+03
    5.65040611378414E+03    1.21116312382457E+03
    5.65041405208359E+03    1.21128813457119E+03


    5.64978905206615E+03    1.21132777818539E+03
    5.64947655204832E+03    1.21134755462483E+03
    5.64916405203103E+03    1.21136728770427E+03
    5.64915616736983E+03    1.21124227899544E+03
    5.64914828250537E+03    1.21111727027800E+03
    5.64946074783338E+03    1.21109753617920E+03
    5.64977321316251E+03    1.21107775872136E+03
    5.64978113271621E+03    1.21120276845780E+03
    5.64978905206615E+03    1.21132777818539E+03


    5.65042992888620E+03    1.21153811307496E+03
    5.65011740993255E+03    1.21155794774416E+03
    5.64980489096971E+03    1.21157775872685E+03
    5.64979697141607E+03    1.21145276846055E+03
    5.64978905206615E+03    1.21132777818539E+03
    5.65010155207938E+03    1.21130796822161E+03
    5.65041405208359E+03    1.21128813457119E+03
    5.65042199038301E+03    1.21141312382754E+03
    5.65042992888620E+03    1.21153811307496E+03


    5.64980489096971E+03    1.21157775872685E+03
    5.64949235626317E+03    1.21159753618447E+03
    5.64917982155661E+03    1.21161727028305E+03
    5.64917193669222E+03    1.21149227899796E+03
    5.64916405203103E+03    1.21136728770427E+03
    5.64947655204832E+03    1.21134755462483E+03
    5.64978905206615E+03    1.21132777818539E+03
    5.64979697141607E+03    1.21145276846055E+03
    5.64980489096971E+03    1.21157775872685E+03


    5.65044580670338E+03    1.21178804251131E+03
    5.65013326880069E+03    1.21180787869888E+03
    5.64982073088896E+03    1.21182769119992E+03
    5.64981281077693E+03    1.21170272498584E+03
    5.64980489096971E+03    1.21157775872685E+03
    5.65011740993255E+03    1.21155794774416E+03
    5.65042992888620E+03    1.21153811307496E+03
    5.65043786764288E+03    1.21166307781557E+03
    5.65044580670338E+03    1.21178804251131E+03


    5.64982073088896E+03    1.21182769119992E+03
    5.64950816149661E+03    1.21184747018418E+03
    5.64919559210476E+03    1.21186720581024E+03
    5.64918770667601E+03    1.21174223806920E+03
    5.64917982155661E+03    1.21161727028305E+03
    5.64949235626317E+03    1.21159753618447E+03
    5.64980489096971E+03    1.21157775872685E+03
    5.64981281077693E+03    1.21170272498584E+03
    5.64982073088896E+03    1.21182769119992E+03


    5.64914828250537E+03    1.21111727027800E+03
    5.64883584776596E+03    1.21113694189598E+03
    5.64852341303868E+03    1.21115653193099E+03
    5.64851559318661E+03    1.21103150127575E+03
    5.64850777301411E+03    1.21090647057514E+03
    5.64882014247987E+03    1.21088687897716E+03
    5.64913251195698E+03    1.21086720579869E+03
    5.64914039738587E+03    1.21099223806090E+03
    5.64914828250537E+03    1.21111727027800E+03


    5.64852341303868E+03    1.21115653193099E+03
    5.64821102225802E+03    1.21117601290391E+03
    5.64789863148780E+03    1.21119535737853E+03
    5.64789092083614E+03    1.21107032835927E+03
    5.64788320984426E+03    1.21094529929438E+03
    5.64819549142442E+03    1.21092595318160E+03
    5.64850777301411E+03    1.21090647057514E+03
    5.64851559318661E+03    1.21103150127575E+03
    5.64852341303868E+03    1.21115653193099E+03


    5.64916405203103E+03    1.21136728770427E+03
    5.64885155202116E+03    1.21138695830915E+03
    5.64853905202254E+03    1.21140654732850E+03
    5.64853123263141E+03    1.21128153963386E+03
    5.64852341303868E+03    1.21115653193099E+03
    5.64883584776596E+03    1.21113694189598E+03
    5.64914828250537E+03    1.21111727027800E+03
    5.64915616736983E+03    1.21124227899544E+03
    5.64916405203103E+03    1.21136728770427E+03


    5.64853905202254E+03    1.21140654732850E+03
    5.64822655203558E+03    1.21142602730088E+03
    5.64791405205802E+03    1.21144537077030E+03
    5.64790634187206E+03    1.21132036407827E+03
    5.64789863148780E+03    1.21119535737853E+03
    5.64821102225802E+03    1.21117601290391E+03
    5.64852341303868E+03    1.21115653193099E+03
    5.64853123263141E+03    1.21128153963386E+03
    5.64853905202254E+03    1.21140654732850E+03


    5.64917982155661E+03    1.21161727028305E+03
    5.64886725627626E+03    1.21163694190080E+03
    5.64855469100632E+03    1.21165653193559E+03
    5.64854687141365E+03    1.21153153963616E+03
    5.64853905202254E+03    1.21140654732850E+03
    5.64885155202116E+03    1.21138695830915E+03
    5.64916405203103E+03    1.21136728770427E+03
    5.64917193669222E+03    1.21149227899796E+03
    5.64917982155661E+03    1.21161727028305E+03


    5.64855469100632E+03    1.21165653193559E+03
    5.64824208181305E+03    1.21167601290829E+03
    5.64792947262814E+03    1.21169535738268E+03
    5.64792176224395E+03    1.21157036408034E+03
    5.64791405205802E+03    1.21144537077030E+03
    5.64822655203558E+03    1.21142602730088E+03
    5.64853905202254E+03    1.21140654732850E+03
    5.64854687141365E+03    1.21153153963616E+03
    5.64855469100632E+03    1.21165653193559E+03


    5.64919559210476E+03    1.21186720581024E+03
    5.64888296156212E+03    1.21188687898834E+03
    5.64857033103064E+03    1.21190647058594E+03
