# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00    -6.523610E+00
   7.291459E-04    -6.471651E+00
   1.458292E-03    -6.316604E+00
   2.187438E-03    -6.060938E+00
   2.916584E-03    -5.708726E+00
   3.645729E-03    -5.265578E+00
   4.374875E-03    -4.738553E+00
   5.104021E-03    -4.136046E+00
   5.833167E-03    -3.467655E+00
   6.562313E-03    -2.744026E+00
   7.291459E-03    -1.976687E+00
   8.020605E-03    -1.177862E+00
   8.749751E-03    -3.602731E-01
   9.478896E-03     4.630543E-01
   1.020804E-02     1.279006E+00
   1.093719E-02     2.074583E+00
   1.166633E-02     2.837114E+00
   1.239548E-02     3.554452E+00
   1.312463E-02     4.215170E+00
   1.385377E-02     4.808743E+00
   1.458292E-02     5.325716E+00
   1.531206E-02     5.757855E+00
   1.604121E-02     6.098275E+00
   1.677036E-02     6.341554E+00
   1.749950E-02     6.483817E+00
   1.822865E-02     6.522797E+00
   1.895779E-02     6.457873E+00
   1.968694E-02     6.290080E+00
   2.041608E-02     6.022091E+00
   2.114523E-02     5.658174E+00
   2.187438E-02     5.204127E+00
   2.260352E-02     4.667181E+00
   2.333267E-02     4.055891E+00
   2.406181E-02     3.379993E+00
   2.479096E-02     2.650255E+00
   2.552011E-02     1.878299E+00
   2.624925E-02     1.076424E+00
   2.697840E-02     2.574021E-01
   2.770754E-02    -5.657201E-01
   2.843669E-02    -1.379831E+00
   2.916584E-02    -2.171962E+00
   2.989498E-02    -2.929495E+00
   3.062413E-02    -3.640363E+00
   3.135327E-02    -4.293243E+00
   3.208242E-02    -4.877735E+00
   3.281156E-02    -5.384528E+00
   3.354071E-02    -5.805549E+00
   3.426986E-02    -6.134092E+00
   3.499900E-02    -6.364923E+00
   3.572815E-02    -6.494366E+00
   3.645729E-02    -6.520358E+00
   3.718644E-02    -6.442485E+00
   3.791559E-02    -6.261989E+00
   3.864473E-02    -5.981743E+00
   3.937388E-02    -5.606212E+00
   4.010302E-02    -5.141379E+00
   4.083217E-02    -4.594647E+00
   4.156132E-02    -3.974725E+00
   4.229046E-02    -3.291489E+00
   4.301961E-02    -2.555822E+00
   4.374875E-02    -1.779443E+00
   4.447790E-02    -9.747182E-01
   4.520704E-02    -1.544669E-01
   4.593619E-02     6.682449E-01
   4.666534E-02     1.480312E+00
   4.739448E-02     2.268799E+00
   4.812363E-02     3.021145E+00
   4.885277E-02     3.725367E+00
   4.958192E-02     4.370247E+00
   5.031107E-02     4.945511E+00
   5.104021E-02     5.441997E+00
   5.176936E-02     5.851796E+00
   5.249850E-02     6.168380E+00
   5.322765E-02     6.386706E+00
   5.395680E-02     6.503297E+00
   5.468594E-02     6.516295E+00
   5.541509E-02     6.425492E+00
   5.614423E-02     6.232337E+00
   5.687338E-02     5.939904E+00
   5.760252E-02     5.552853E+00
   5.833167E-02     5.077350E+00
   5.906082E-02     4.520967E+00
   5.978996E-02     3.892569E+00
   6.051911E-02     3.202165E+00
   6.124825E-02     2.460753E+00
   6.197740E-02     1.680143E+00
   6.270655E-02     8.727694E-01
   6.343569E-02     5.149324E-02
   6.416484E-02    -7.706032E-01
   6.489398E-02    -1.580425E+00
   6.562313E-02    -2.365071E+00
   6.635228E-02    -3.112043E+00
   6.708142E-02    -3.809443E+00
   6.781057E-02    -4.446161E+00
   6.853971E-02    -5.012055E+00
   6.926886E-02    -5.498110E+00
   6.999800E-02    -5.896585E+00
   7.072715E-02    -6.201131E+00
   7.145630E-02    -6.406898E+00
   7.218544E-02    -6.510607E+00
   7.291459E-02    -6.510607E+00
   7.364373E-02    -6.406898E+00
   7.437288E-02    -6.201131E+00
   7.510203E-02    -5.896585E+00
   7.583117E-02    -5.498110E+00
   7.656032E-02    -5.012055E+00
   7.728946E-02    -4.446161E+00
   7.801861E-02    -3.809443E+00
   7.874776E-02    -3.112043E+00
   7.947690E-02    -2.365071E+00
   8.020605E-02    -1.580425E+00
   8.093519E-02    -7.706032E-01
   8.166434E-02     5.149324E-02
   8.239348E-02     8.727694E-01
   8.312263E-02     1.680143E+00
   8.385178E-02     2.460753E+00
   8.458092E-02     3.202165E+00
   8.531007E-02     3.892569E+00
   8.603921E-02     4.520967E+00
   8.676836E-02     5.077350E+00
   8.749751E-02     5.552853E+00
   8.822665E-02     5.939904E+00
   8.895580E-02     6.232337E+00
   8.968494E-02     6.425492E+00
   9.041409E-02     6.516295E+00
   9.114324E-02     6.503297E+00
   9.187238E-02     6.386706E+00
   9.260153E-02     6.168380E+00
   9.333067E-02     5.851796E+00
   9.405982E-02     5.441997E+00
   9.478896E-02     4.945511E+00
   9.551811E-02     4.370247E+00
   9.624726E-02     3.725367E+00
   9.697640E-02     3.021145E+00
   9.770555E-02     2.268799E+00
   9.843469E-02     1.480312E+00
   9.916384E-02     6.682449E-01
   9.989299E-02    -1.544669E-01
   1.006221E-01    -9.747182E-01
   1.013513E-01    -1.779443E+00
   1.020804E-01    -2.555822E+00
   1.028096E-01    -3.291489E+00
   1.035387E-01    -3.974725E+00
   1.042679E-01    -4.594647E+00
   1.049970E-01    -5.141379E+00
   1.057262E-01    -5.606212E+00
   1.064553E-01    -5.981743E+00
   1.071844E-01    -6.261989E+00
   1.079136E-01    -6.442485E+00
   1.086427E-01    -6.520358E+00
   1.093719E-01    -6.494366E+00
   1.101010E-01    -6.364923E+00
   1.108302E-01    -6.134092E+00
   1.115593E-01    -5.805549E+00
   1.122885E-01    -5.384528E+00
   1.130176E-01    -4.877735E+00
   1.137468E-01    -4.293243E+00
   1.144759E-01    -3.640363E+00
   1.152050E-01    -2.929495E+00
   1.159342E-01    -2.171962E+00
   1.166633E-01    -1.379831E+00
   1.173925E-01    -5.657201E-01
   1.181216E-01     2.574021E-01
   1.188508E-01     1.076424E+00
   1.195799E-01     1.878299E+00
   1.203091E-01     2.650255E+00
   1.210382E-01     3.379993E+00
   1.217674E-01     4.055891E+00
   1.224965E-01     4.667181E+00
   1.232257E-01     5.204127E+00
   1.239548E-01     5.658174E+00
   1.246839E-01     6.022091E+00
   1.254131E-01     6.290080E+00
   1.261422E-01     6.457873E+00
   1.268714E-01     6.522797E+00
   1.276005E-01     6.483817E+00
   1.283297E-01     6.341554E+00
   1.290588E-01     6.098275E+00
   1.297880E-01     5.757855E+00
   1.305171E-01     5.325716E+00
   1.312463E-01     4.808743E+00
   1.319754E-01     4.215170E+00
   1.327046E-01     3.554452E+00
   1.334337E-01     2.837114E+00
   1.341628E-01     2.074583E+00
   1.348920E-01     1.279006E+00
   1.356211E-01     4.630543E-01
   1.363503E-01    -3.602731E-01
   1.370794E-01    -1.177862E+00
   1.378086E-01    -1.976687E+00
   1.385377E-01    -2.744026E+00
   1.392669E-01    -3.467655E+00
   1.399960E-01    -4.136046E+00
   1.407252E-01    -4.738553E+00
   1.414543E-01    -5.265578E+00
   1.421834E-01    -5.708726E+00
   1.429126E-01    -6.060938E+00
   1.436417E-01    -6.316604E+00
   1.443709E-01    -6.471651E+00
   1.451000E-01    -6.523610E+00
