# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00     3.396934E+00
   7.291459E-04    -1.917718E+00
   1.458292E-03    -1.231663E+00
   2.187438E-03     3.308373E+00
   2.916584E-03    -2.503780E+00
   3.645729E-03    -4.813869E-01
   4.374875E-03     3.047308E+00
   5.104021E-03    -2.959290E+00
   5.833167E-03     2.939896E-01
   6.562313E-03     2.627350E+00
   7.291459E-03    -3.260498E+00
   8.020605E-03     1.054037E+00
   8.749751E-03     2.070398E+00
   9.478896E-03    -3.391697E+00
   1.020804E-02     1.759125E+00
   1.093719E-02     1.405491E+00
   1.166633E-02    -3.346047E+00
   1.239548E-02     2.372489E+00
   1.312463E-02     6.672999E-01
   1.385377E-02    -3.125929E+00
   1.458292E-02     2.862147E+00
   1.531206E-02    -1.056857E-01
   1.604121E-02    -2.742819E+00
   1.677036E-02     3.202568E+00
   1.749950E-02    -8.731606E-01
   1.822865E-02    -2.216693E+00
   1.895779E-02     3.376001E+00
   1.968694E-02    -1.595107E+00
   2.041608E-02    -1.574986E+00
   2.114523E-02     3.373404E+00
   2.187438E-02    -2.233882E+00
   2.260352E-02    -8.511552E-01
   2.333267E-02     3.194911E+00
   2.406181E-02    -2.756179E+00
   2.479096E-02    -8.294404E-02
   2.552011E-02     2.849830E+00
   2.624925E-02    -3.134763E+00
   2.697840E-02     6.895919E-01
   2.770754E-02     2.356154E+00
   2.843669E-02    -3.349895E+00
   2.916584E-02     1.426171E+00
   2.989498E-02     1.739623E+00
   3.062413E-02    -3.390358E+00
   3.135327E-02     2.088388E+00
   3.208242E-02     1.032386E+00
   3.281156E-02    -3.254042E+00
   3.354071E-02     2.641712E+00
   3.426986E-02     2.713180E-01
   3.499900E-02    -2.948053E+00
   3.572815E-02     3.057292E+00
   3.645729E-02    -5.038968E-01
   3.718644E-02    -2.488349E+00
   3.791559E-02     3.313460E+00
   3.864473E-02    -1.252838E+00
   3.937388E-02    -1.898897E+00
   4.010302E-02     3.396858E+00
   4.083217E-02    -1.936453E+00
   4.156132E-02    -1.210433E+00
   4.229046E-02     3.303138E+00
   4.301961E-02    -2.519099E+00
   4.374875E-02    -4.588554E-01
   4.447790E-02     3.037187E+00
   4.520704E-02    -2.970394E+00
   4.593619E-02     3.166479E-01
   4.666534E-02     2.612871E+00
   4.739448E-02    -3.266807E+00
   4.812363E-02     1.075641E+00
   4.885277E-02     2.052315E+00
   4.958192E-02    -3.392884E+00
   5.031107E-02     1.778548E+00
   5.104021E-02     1.384748E+00
   5.176936E-02    -3.342049E+00
   5.249850E-02     2.388718E+00
   5.322765E-02     6.449779E-01
   5.395680E-02    -3.116954E+00
   5.468594E-02     2.874336E+00
   5.541509E-02    -1.284226E-01
   5.614423E-02    -2.729336E+00
   5.687338E-02     3.210081E+00
   5.760252E-02    -8.951269E-01
   5.833167E-02    -2.199405E+00
   5.906082E-02     3.378447E+00
   5.978996E-02    -1.615158E+00
   6.051911E-02    -1.554793E+00
   6.124825E-02     3.370655E+00
   6.197740E-02    -2.250971E+00
   6.270655E-02    -8.291115E-01
   6.343569E-02     3.187111E+00
   6.416484E-02    -2.769415E+00
   6.489398E-02    -6.019866E-02
   6.562313E-02     2.837385E+00
   6.635228E-02    -3.143457E+00
   6.708142E-02     7.118530E-01
   6.781057E-02     2.339713E+00
   6.853971E-02    -3.353593E+00
   6.926886E-02     1.446787E+00
   6.999800E-02     1.720044E+00
   7.072715E-02    -3.388867E+00
   7.145630E-02     2.106284E+00
   7.218544E-02     1.010689E+00
   7.291459E-02    -3.247440E+00
   7.364373E-02     2.655955E+00
   7.437288E-02     2.486343E-01
   7.510203E-02    -2.936685E+00
   7.583117E-02     3.067140E+00
   7.656032E-02    -5.263841E-01
   7.728946E-02    -2.472806E+00
   7.801861E-02     3.318398E+00
   7.874776E-02    -1.273956E+00
   7.947690E-02    -1.879990E+00
   8.020605E-02     3.396630E+00
   8.093519E-02    -1.955101E+00
   8.166434E-02    -1.189149E+00
   8.239348E-02     3.297755E+00
   8.312263E-02    -2.534305E+00
   8.385178E-02    -4.363033E-01
   8.458092E-02     3.026929E+00
   8.531007E-02    -2.981364E+00
   8.603921E-02     3.392921E-01
   8.676836E-02     2.598274E+00
   8.749751E-02    -3.272971E+00
   8.822665E-02     1.097196E+00
   8.895580E-02     2.034140E+00
   8.968494E-02    -3.393918E+00
   9.041409E-02     1.797890E+00
   9.114324E-02     1.363943E+00
   9.187238E-02    -3.337901E+00
   9.260153E-02     2.404840E+00
   9.333067E-02     6.226269E-01
   9.405982E-02    -3.107840E+00
   9.478896E-02     2.886396E+00
   9.551811E-02    -1.511538E-01
   9.624726E-02    -2.715730E+00
   9.697640E-02     3.217451E+00
   9.770555E-02    -9.170531E-01
   9.843469E-02    -2.182018E+00
   9.916384E-02     3.380742E+00
   9.989299E-02    -1.635136E+00
   1.006221E-01    -1.534531E+00
   1.013513E-01     3.367755E+00
   1.020804E-01    -2.267959E+00
   1.028096E-01    -8.070307E-01
   1.035387E-01     3.179167E+00
   1.042679E-01    -2.782527E+00
   1.049970E-01    -3.745057E-02
   1.057262E-01     2.824812E+00
   1.064553E-01    -3.152010E+00
   1.071844E-01     7.340822E-01
   1.079136E-01     2.323167E+00
   1.086427E-01    -3.357141E+00
   1.093719E-01     1.467339E+00
   1.101010E-01     1.700387E+00
   1.108302E-01    -3.387224E+00
   1.115593E-01     2.124086E+00
   1.122885E-01     9.889459E-01
   1.130176E-01    -3.240692E+00
   1.137468E-01     2.670079E+00
   1.144759E-01     2.259395E-01
   1.152050E-01    -2.925184E+00
   1.159342E-01     3.076849E+00
   1.166633E-01    -5.488478E-01
   1.173925E-01    -2.457152E+00
   1.181216E-01     3.323187E+00
   1.188508E-01    -1.295017E+00
   1.195799E-01    -1.861000E+00
   1.203091E-01     3.396249E+00
   1.210382E-01    -1.973662E+00
   1.217674E-01    -1.167812E+00
   1.224965E-01     3.292224E+00
   1.232257E-01    -2.549397E+00
   1.239548E-01    -4.137317E-01
   1.246839E-01     3.016536E+00
   1.254131E-01    -2.992201E+00
   1.261422E-01     3.619210E-01
   1.268714E-01     2.583561E+00
   1.276005E-01    -3.278987E+00
   1.283297E-01     1.118702E+00
   1.290588E-01     2.015874E+00
   1.297880E-01    -3.394801E+00
   1.305171E-01     1.817153E+00
   1.312463E-01     1.343076E+00
   1.319754E-01    -3.333603E+00
   1.327046E-01     2.420853E+00
   1.334337E-01     6.002481E-01
   1.341628E-01    -3.098586E+00
   1.348920E-01     2.898327E+00
   1.356211E-01    -1.738782E-01
   1.363503E-01    -2.702003E+00
