    5.650414E+03    1.211494E+03    7.150266E+00
    5.649789E+03    1.211494E+03    4.999962E+00
    5.649789E+03    1.211244E+03    5.233019E+00
    5.650414E+03    1.211244E+03    7.324470E+00
    5.649164E+03    1.211494E+03    2.924058E+00
    5.649164E+03    1.211244E+03    3.274204E+00
    5.650414E+03    1.211744E+03    7.092293E+00
    5.649789E+03    1.211744E+03    4.920954E+00
    5.649164E+03    1.211744E+03    2.798853E+00
    5.650414E+03    1.211994E+03    7.150267E+00
    5.649789E+03    1.211994E+03    4.999963E+00
    5.649164E+03    1.211994E+03    2.924060E+00
    5.650414E+03    1.212244E+03    7.324471E+00
    5.649789E+03    1.212244E+03    5.233021E+00
    5.649164E+03    1.212244E+03    3.274206E+00
    5.648539E+03    1.211494E+03    1.106202E+00
    5.648539E+03    1.211244E+03    1.749285E+00
    5.647914E+03    1.211494E+03    1.250585E+00
    5.647914E+03    1.211244E+03    1.719501E+00
    5.648539E+03    1.211744E+03    7.834958E-01
    5.647914E+03    1.211744E+03    1.047562E+00
    5.648539E+03    1.211994E+03    1.106204E+00
    5.647914E+03    1.211994E+03    1.250586E+00
    5.648539E+03    1.212244E+03    1.749288E+00
    5.647914E+03    1.212244E+03    1.719504E+00
    5.647289E+03    1.211494E+03    2.668963E+00
    5.647289E+03    1.211244E+03    2.832018E+00
    5.646664E+03    1.211494E+03    3.851525E+00
    5.646664E+03    1.211244E+03    3.907724E+00
    5.647289E+03    1.211744E+03    2.611109E+00
    5.646664E+03    1.211744E+03    3.831354E+00
    5.647289E+03    1.211994E+03    2.668964E+00
    5.646664E+03    1.211994E+03    3.851526E+00
    5.647289E+03    1.212244E+03    2.832020E+00
    5.646664E+03    1.212244E+03    3.907725E+00
    5.646039E+03    1.211494E+03    4.655802E+00
    5.646039E+03    1.211244E+03    4.666285E+00
    5.645414E+03    1.211494E+03    5.039522E+00
    5.645414E+03    1.211244E+03    5.033537E+00
    5.646039E+03    1.211744E+03    4.651086E+00
    5.645414E+03    1.211744E+03    5.040384E+00
