# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00    -1.859419E+00
   7.291459E-04     9.027325E-01
   1.458292E-03     9.828811E-01
   2.187438E-03    -1.857094E+00
   2.916584E-03     8.203257E-01
   3.645729E-03     1.060571E+00
   4.374875E-03    -1.850122E+00
   5.104021E-03     7.358669E-01
   5.833167E-03     1.135608E+00
   6.562313E-03    -1.838523E+00
   7.291459E-03     6.495673E-01
   8.020605E-03     1.207804E+00
   8.749751E-03    -1.822325E+00
   9.478896E-03     5.616428E-01
   1.020804E-02     1.276979E+00
   1.093719E-02    -1.801568E+00
   1.166633E-02     4.723134E-01
   1.239548E-02     1.342960E+00
   1.312463E-02    -1.776305E+00
   1.385377E-02     3.818026E-01
   1.458292E-02     1.405581E+00
   1.531206E-02    -1.746598E+00
   1.604121E-02     2.903366E-01
   1.677036E-02     1.464686E+00
   1.749950E-02    -1.712522E+00
   1.822865E-02     1.981444E-01
   1.895779E-02     1.520128E+00
   1.968694E-02    -1.674163E+00
   2.041608E-02     1.054565E-01
   2.114523E-02     1.571766E+00
   2.187438E-02    -1.631615E+00
   2.260352E-02     1.250485E-02
   2.333267E-02     1.619473E+00
   2.406181E-02    -1.584986E+00
   2.479096E-02    -8.047810E-02
   2.552011E-02     1.663129E+00
   2.624925E-02    -1.534393E+00
   2.697840E-02    -1.732597E-01
   2.770754E-02     1.702625E+00
   2.843669E-02    -1.479961E+00
   2.916584E-02    -2.656080E-01
   2.989498E-02     1.737861E+00
   3.062413E-02    -1.421826E+00
   3.135327E-02    -3.572918E-01
   3.208242E-02     1.768751E+00
   3.281156E-02    -1.360136E+00
   3.354071E-02    -4.480818E-01
   3.426986E-02     1.795216E+00
   3.499900E-02    -1.295042E+00
   3.572815E-02    -5.377510E-01
   3.645729E-02     1.817190E+00
   3.718644E-02    -1.226710E+00
   3.791559E-02    -6.260751E-01
   3.864473E-02     1.834618E+00
   3.937388E-02    -1.155308E+00
   4.010302E-02    -7.128330E-01
   4.083217E-02     1.847457E+00
   4.156132E-02    -1.081017E+00
   4.229046E-02    -7.978077E-01
   4.301961E-02     1.855675E+00
   4.374875E-02    -1.004022E+00
   4.447790E-02    -8.807868E-01
   4.520704E-02     1.859251E+00
   4.593619E-02    -9.245148E-01
   4.666534E-02    -9.615626E-01
   4.739448E-02     1.858176E+00
   4.812363E-02    -8.426952E-01
   4.885277E-02    -1.039933E+00
   4.958192E-02     1.852453E+00
   5.031107E-02    -7.587676E-01
   5.104021E-02    -1.115702E+00
   5.176936E-02     1.842096E+00
   5.249850E-02    -6.729420E-01
   5.322765E-02    -1.188680E+00
   5.395680E-02     1.827131E+00
   5.468594E-02    -5.854330E-01
   5.541509E-02    -1.258685E+00
   5.614423E-02     1.807595E+00
   5.687338E-02    -4.964596E-01
   5.760252E-02    -1.325541E+00
   5.833167E-02     1.783538E+00
   5.906082E-02    -4.062443E-01
   5.978996E-02    -1.389081E+00
   6.051911E-02     1.755019E+00
   6.124825E-02    -3.150127E-01
   6.197740E-02    -1.449147E+00
   6.270655E-02     1.722110E+00
   6.343569E-02    -2.229932E-01
   6.416484E-02    -1.505588E+00
   6.489398E-02     1.684894E+00
   6.562313E-02    -1.304159E-01
   6.635228E-02    -1.558262E+00
   6.708142E-02     1.643462E+00
   6.781057E-02    -3.751228E-02
   6.853971E-02    -1.607038E+00
   6.926886E-02     1.597920E+00
   6.999800E-02     5.548513E-02
   7.072715E-02    -1.651795E+00
   7.145630E-02     1.548380E+00
   7.218544E-02     1.483437E-01
   7.291459E-02    -1.692419E+00
   7.364373E-02     1.494967E+00
   7.437288E-02     2.408313E-01
   7.510203E-02    -1.728810E+00
   7.583117E-02     1.437814E+00
   7.656032E-02     3.327164E-01
   7.728946E-02    -1.760876E+00
   7.801861E-02     1.377065E+00
   7.874776E-02     4.237692E-01
   7.947690E-02    -1.788538E+00
   8.020605E-02     1.312871E+00
   8.093519E-02     5.137620E-01
   8.166434E-02    -1.811726E+00
   8.239348E-02     1.245393E+00
   8.312263E-02     6.024696E-01
   8.385178E-02    -1.830381E+00
   8.458092E-02     1.174800E+00
   8.531007E-02     6.896701E-01
   8.603921E-02    -1.844458E+00
   8.676836E-02     1.101268E+00
   8.749751E-02     7.751454E-01
   8.822665E-02    -1.853921E+00
   8.895580E-02     1.024981E+00
   8.968494E-02     8.586818E-01
   9.041409E-02    -1.858746E+00
   9.114324E-02     9.461299E-01
   9.187238E-02     9.400701E-01
   9.260153E-02    -1.858922E+00
   9.333067E-02     8.649123E-01
   9.405982E-02     1.019107E+00
   9.478896E-02    -1.854448E+00
   9.551811E-02     7.815311E-01
   9.624726E-02     1.095594E+00
   9.697640E-02    -1.845335E+00
   9.770555E-02     6.961950E-01
   9.843469E-02     1.169341E+00
   9.916384E-02    -1.831606E+00
   9.989299E-02     6.091173E-01
   1.006221E-01     1.240163E+00
   1.013513E-01    -1.813295E+00
   1.020804E-01     5.205159E-01
   1.028096E-01     1.307883E+00
   1.035387E-01    -1.790448E+00
   1.042679E-01     4.306125E-01
   1.049970E-01     1.372331E+00
   1.057262E-01    -1.763123E+00
   1.064553E-01     3.396319E-01
   1.071844E-01     1.433346E+00
   1.079136E-01    -1.731387E+00
   1.086427E-01     2.478017E-01
   1.093719E-01     1.490775E+00
   1.101010E-01    -1.695319E+00
   1.108302E-01     1.553516E-01
   1.115593E-01     1.544476E+00
   1.122885E-01    -1.655012E+00
   1.130176E-01     6.251293E-02
   1.137468E-01     1.594313E+00
   1.144759E-01    -1.610564E+00
   1.152050E-01    -3.048211E-02
   1.159342E-01     1.640161E+00
   1.166633E-01    -1.562087E+00
   1.173925E-01    -1.234009E-01
   1.181216E-01     1.681907E+00
   1.188508E-01    -1.509703E+00
   1.195799E-01    -2.160110E-01
   1.203091E-01     1.719446E+00
   1.210382E-01    -1.453542E+00
   1.217674E-01    -3.080808E-01
   1.224965E-01     1.752684E+00
   1.232257E-01    -1.393746E+00
   1.239548E-01    -3.993799E-01
   1.246839E-01     1.781537E+00
   1.254131E-01    -1.330463E+00
   1.261422E-01    -4.896799E-01
   1.268714E-01     1.805934E+00
   1.276005E-01    -1.263851E+00
   1.283297E-01    -5.787551E-01
   1.290588E-01     1.825813E+00
   1.297880E-01    -1.194079E+00
   1.305171E-01    -6.663825E-01
   1.312463E-01     1.841125E+00
   1.319754E-01    -1.121319E+00
   1.327046E-01    -7.523429E-01
   1.334337E-01     1.851831E+00
   1.341628E-01    -1.045754E+00
   1.348920E-01    -8.364214E-01
   1.356211E-01     1.857906E+00
   1.363503E-01    -9.675739E-01
   1.370794E-01    -9.184076E-01
   1.378086E-01     1.859332E+00
   1.385377E-01    -8.869729E-01
   1.392669E-01    -9.980964E-01
   1.399960E-01     1.856108E+00
   1.407252E-01    -8.041532E-01
   1.414543E-01    -1.075288E+00
   1.421834E-01     1.848240E+00
   1.429126E-01    -7.193220E-01
   1.436417E-01    -1.149791E+00
   1.443709E-01     1.835750E+00
   1.451000E-01    -6.326914E-01
