# Gnuplot Deformed Mesh Archive
# X_deformed              Y_deformed
    5.64991204116916E+03    1.21148721260166E+03
    5.64961773877017E+03    1.21148753712071E+03
    5.64935203568025E+03    1.21148786167542E+03
    5.64935185015497E+03    1.21135799018988E+03
    5.64935155312715E+03    1.21122811800879E+03
    5.64961725628120E+03    1.21122723631114E+03
    5.64991155872905E+03    1.21122635465961E+03
    5.64991185566749E+03    1.21135678397499E+03
    5.64991204116916E+03    1.21148721260166E+03


    5.64935203568025E+03    1.21148786167542E+03
    5.64911219640869E+03    1.21148818599137E+03
    5.64889385525336E+03    1.21148851031851E+03
    5.64889366976008E+03    1.21135919668297E+03
    5.64889337265411E+03    1.21122988236174E+03
    5.64911171381760E+03    1.21122900016231E+03
    5.64935155312715E+03    1.21122811800879E+03
    5.64935185015497E+03    1.21135799018988E+03
    5.64935203568025E+03    1.21148786167542E+03


    5.64991217095459E+03    1.21174429694210E+03
    5.64961786855872E+03    1.21174429687967E+03
    5.64935216545818E+03    1.21174429683032E+03
    5.64935213301043E+03    1.21161607940535E+03
    5.64935203568025E+03    1.21148786167542E+03
    5.64961773877017E+03    1.21148753712071E+03
    5.64991204116916E+03    1.21148721260166E+03
    5.64991213851903E+03    1.21161575492701E+03
    5.64991217095459E+03    1.21174429694210E+03


    5.64935216545818E+03    1.21174429683032E+03
    5.64911232612622E+03    1.21174429680568E+03
    5.64889398488005E+03    1.21174429681740E+03
    5.64889395242655E+03    1.21161640371464E+03
    5.64889385525336E+03    1.21148851031851E+03
    5.64911219640869E+03    1.21148818599137E+03
    5.64935203568025E+03    1.21148786167542E+03
    5.64935213301043E+03    1.21161607940535E+03
    5.64935216545818E+03    1.21174429683032E+03


    5.64991204105877E+03    1.21200138128344E+03
    5.64961773868073E+03    1.21200105663948E+03
    5.64935203561175E+03    1.21200073198604E+03
    5.64935213297618E+03    1.21187251425569E+03
    5.64935216545818E+03    1.21174429683032E+03
    5.64961786855872E+03    1.21174429687967E+03
    5.64991217095459E+03    1.21174429694210E+03
    5.64991213846384E+03    1.21187283895764E+03
    5.64991204105877E+03    1.21200138128344E+03


    5.64935203561175E+03    1.21200073198604E+03
    5.64911219639834E+03    1.21200040762079E+03
    5.64889385530117E+03    1.21200008331705E+03
    5.64889395245045E+03    1.21187218992054E+03
    5.64889398488005E+03    1.21174429681740E+03
    5.64911232612622E+03    1.21174429680568E+03
    5.64935216545818E+03    1.21174429683032E+03
    5.64935213297618E+03    1.21187251425569E+03
    5.64935203561175E+03    1.21200073198604E+03


    5.64991155850815E+03    1.21226223923035E+03
    5.64961725610219E+03    1.21226135745363E+03
    5.64935155299003E+03    1.21226047565698E+03
    5.64935185005219E+03    1.21213060347374E+03
    5.64935203561175E+03    1.21200073198604E+03
    5.64961773868073E+03    1.21200105663948E+03
    5.64991204105877E+03    1.21200138128344E+03
    5.64991185550188E+03    1.21213180991254E+03
    5.64991155850815E+03    1.21226223923035E+03


    5.64935155299003E+03    1.21226047565698E+03
    5.64911171379679E+03    1.21225959345389E+03
    5.64889337274961E+03    1.21225871127759E+03
    5.64889366983176E+03    1.21212939695447E+03
    5.64889385530117E+03    1.21200008331705E+03
    5.64911219639834E+03    1.21200040762079E+03
    5.64935203561175E+03    1.21200073198604E+03
    5.64935185005219E+03    1.21213060347374E+03
    5.64935155299003E+03    1.21226047565698E+03


    5.64889385525336E+03    1.21148851031851E+03
    5.64869144339309E+03    1.21148883371781E+03
    5.64849838839145E+03    1.21148915661513E+03
    5.64849820356966E+03    1.21136040148665E+03
    5.64849790738839E+03    1.21123164573766E+03
    5.64869096150633E+03    1.21123076439045E+03
    5.64889337265411E+03    1.21122988236174E+03
    5.64889366976008E+03    1.21135919668297E+03
    5.64889385525336E+03    1.21148851031851E+03


    5.64849838839145E+03    1.21148915661513E+03
    5.64830759392190E+03    1.21148947750189E+03
    5.64811182233046E+03    1.21148979659861E+03
    5.64811163974353E+03    1.21136159729392E+03
    5.64811134718686E+03    1.21123339750648E+03
    5.64830711567087E+03    1.21123252291943E+03
    5.64849790738839E+03    1.21123164573766E+03
    5.64849820356966E+03    1.21136040148665E+03
    5.64849838839145E+03    1.21148915661513E+03


    5.64889398488005E+03    1.21174429681740E+03
    5.64869157267371E+03    1.21174429686332E+03
    5.64849851731320E+03    1.21174429694130E+03
    5.64849848498323E+03    1.21161672692281E+03
    5.64849838839145E+03    1.21148915661513E+03
    5.64869144339309E+03    1.21148883371781E+03
    5.64889385525336E+03    1.21148851031851E+03
    5.64889395242655E+03    1.21161640371464E+03
    5.64889398488005E+03    1.21174429681740E+03


    5.64849851731320E+03    1.21174429694130E+03
    5.64830772196027E+03    1.21174429703435E+03
    5.64811194950205E+03    1.21174429712550E+03
    5.64811191756863E+03    1.21161704701060E+03
    5.64811182233046E+03    1.21148979659861E+03
    5.64830759392190E+03    1.21148947750189E+03
    5.64849838839145E+03    1.21148915661513E+03
    5.64849848498323E+03    1.21161672692281E+03
    5.64849851731320E+03    1.21174429694130E+03


    5.64889385530117E+03    1.21200008331705E+03
    5.64869144349219E+03    1.21199976000955E+03
    5.64849838854185E+03    1.21199943726816E+03
    5.64849848505843E+03    1.21187186696013E+03
    5.64849851731320E+03    1.21174429694130E+03
    5.64869157267371E+03    1.21174429686332E+03
    5.64889398488005E+03    1.21174429681740E+03
    5.64889395245045E+03    1.21187218992054E+03
    5.64889385530117E+03    1.21200008331705E+03


    5.64849838854185E+03    1.21199943726816E+03
    5.64830759406925E+03    1.21199911656747E+03
    5.64811182247474E+03    1.21199879765300E+03
    5.64811191764077E+03    1.21187154724070E+03
    5.64811194950205E+03    1.21174429712550E+03
    5.64830772196027E+03    1.21174429703435E+03
    5.64849851731320E+03    1.21174429694130E+03
    5.64849848505843E+03    1.21187186696013E+03
    5.64849838854185E+03    1.21199943726816E+03


    5.64889337274961E+03    1.21225871127759E+03
    5.64869096170442E+03    1.21225782934042E+03
    5.64849790768907E+03    1.21225694814887E+03
    5.64849820379523E+03    1.21212819239825E+03
    5.64849838854185E+03    1.21199943726816E+03
    5.64869144349219E+03    1.21199976000955E+03
    5.64889385530117E+03    1.21200008331705E+03
    5.64889366983176E+03    1.21212939695447E+03
    5.64889337274961E+03    1.21225871127759E+03


    5.64849790768907E+03    1.21225694814887E+03
    5.64830711596545E+03    1.21225607115291E+03
    5.64811134747532E+03    1.21225519674786E+03
    5.64811163995992E+03    1.21212699695906E+03
    5.64811182247474E+03    1.21199879765300E+03
    5.64830759406925E+03    1.21199911656747E+03
    5.64849838854185E+03    1.21199943726816E+03
    5.64849820379523E+03    1.21212819239825E+03
    5.64849790768907E+03    1.21225694814887E+03


    5.64811182233046E+03    1.21148979659861E+03
    5.64790411390063E+03    1.21149011226242E+03
    5.64767826331175E+03    1.21149042404211E+03
    5.64767808548387E+03    1.21136276992446E+03
    5.64767780109189E+03    1.21123511552982E+03
    5.64790364495505E+03    1.21123425939956E+03
    5.64811134718686E+03    1.21123339750648E+03
    5.64811163974353E+03    1.21136159729392E+03
    5.64811182233046E+03    1.21148979659861E+03


    5.64767826331175E+03    1.21149042404211E+03
    5.64742907956692E+03    1.21149073071335E+03
    5.64715284511805E+03    1.21149103080517E+03
    5.64715267530474E+03    1.21136389891116E+03
    5.64715240504328E+03    1.21123676698894E+03
    5.64742862810099E+03    1.21123594620306E+03
    5.64767780109189E+03    1.21123511552982E+03
    5.64767808548387E+03    1.21136276992446E+03
    5.64767826331175E+03    1.21149042404211E+03


    5.64811194950205E+03    1.21174429712550E+03
    5.64790423942419E+03    1.21174429719773E+03
    5.64767838723335E+03    1.21174429723406E+03
    5.64767835609381E+03    1.21161736079661E+03
    5.64767826331175E+03    1.21149042404211E+03
    5.64790411390063E+03    1.21149011226242E+03
    5.64811182233046E+03    1.21148979659861E+03
    5.64811191756863E+03    1.21161704701060E+03
