# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00    -9.666814E+00
   1.710741E-05    -9.589821E+00
   3.421482E-05    -9.360070E+00
   5.132223E-05    -8.981219E+00
   6.842964E-05    -8.459304E+00
   8.553705E-05    -7.802638E+00
   1.026445E-04    -7.021681E+00
   1.197519E-04    -6.128875E+00
   1.368593E-04    -5.138439E+00
   1.539667E-04    -4.066153E+00
   1.710741E-04    -2.929095E+00
   1.881815E-04    -1.745379E+00
   2.052889E-04    -5.338598E-01
   2.223963E-04     6.861630E-01
   2.395037E-04     1.895256E+00
   2.566112E-04     3.074158E+00
   2.737186E-04     4.204092E+00
   2.908260E-04     5.267057E+00
   3.079334E-04     6.246122E+00
   3.250408E-04     7.125691E+00
   3.421482E-04     7.891752E+00
   3.592556E-04     8.532104E+00
   3.763630E-04     9.036545E+00
   3.934704E-04     9.397041E+00
   4.105778E-04     9.607848E+00
   4.276853E-04     9.665610E+00
   4.447927E-04     9.569405E+00
   4.619001E-04     9.320766E+00
   4.790075E-04     8.923654E+00
   4.961149E-04     8.384395E+00
   5.132223E-04     7.711579E+00
   5.303297E-04     6.915922E+00
   5.474371E-04     6.010100E+00
   5.645445E-04     5.008541E+00
   5.816519E-04     3.927200E+00
   5.987594E-04     2.783301E+00
   6.158668E-04     1.595066E+00
   6.329742E-04     3.814235E-01
   6.500816E-04    -8.382953E-01
   6.671890E-04    -2.044661E+00
   6.842964E-04    -3.218456E+00
   7.014038E-04    -4.340984E+00
   7.185112E-04    -5.394362E+00
   7.356186E-04    -6.361813E+00
   7.527261E-04    -7.227924E+00
   7.698335E-04    -7.978900E+00
   7.869409E-04    -8.602778E+00
   8.040483E-04    -9.089619E+00
   8.211557E-04    -9.431670E+00
   8.382631E-04    -9.623481E+00
   8.553705E-04    -9.661996E+00
   8.724779E-04    -9.546603E+00
   8.895853E-04    -9.279139E+00
   9.066927E-04    -8.863866E+00
   9.238002E-04    -8.307397E+00
   9.409076E-04    -7.618597E+00
   9.580150E-04    -6.808439E+00
   9.751224E-04    -5.889827E+00
   9.922298E-04    -4.877394E+00
   1.009337E-03    -3.787268E+00
   1.026445E-03    -2.636814E+00
   1.043552E-03    -1.444357E+00
   1.060659E-03    -2.288921E-01
   1.077767E-03     9.902186E-01
   1.094874E-03     2.193556E+00
   1.111982E-03     3.361951E+00
   1.129089E-03     4.476793E+00
   1.146196E-03     5.520323E+00
   1.163304E-03     6.475918E+00
   1.180411E-03     7.328357E+00
   1.197519E-03     8.064060E+00
   1.214626E-03     8.671308E+00
   1.231734E-03     9.140428E+00
