# Time(s)         Deslocamento u_{10}(t)
   1.248841E-03     9.463948E+00
   1.265948E-03     9.636715E+00
   1.283056E-03     9.655975E+00
   1.300163E-03     9.521422E+00
   1.317271E-03     9.235200E+00
   1.334378E-03     8.801868E+00
   1.351485E-03     8.228328E+00
   1.368593E-03     7.523718E+00
   1.385700E-03     6.699259E+00
   1.402808E-03     5.768086E+00
   1.419915E-03     4.745032E+00
   1.437022E-03     3.646393E+00
   1.454130E-03     2.489669E+00
   1.471237E-03     1.293287E+00
   1.488345E-03     7.630371E-02
   1.505452E-03    -1.141895E+00
   1.522560E-03    -2.341904E+00
   1.539667E-03    -3.504609E+00
   1.556774E-03    -4.611487E+00
   1.573882E-03    -5.644908E+00
   1.590989E-03    -6.588410E+00
   1.608097E-03    -7.426963E+00
   1.625204E-03    -8.147209E+00
   1.642311E-03    -8.737677E+00
   1.659419E-03    -9.188959E+00
   1.676526E-03    -9.493868E+00
   1.693634E-03    -9.647547E+00
   1.710741E-03    -9.647547E+00
   1.727848E-03    -9.493868E+00
   1.744956E-03    -9.188959E+00
   1.762063E-03    -8.737677E+00
   1.779171E-03    -8.147209E+00
   1.796278E-03    -7.426963E+00
   1.813385E-03    -6.588410E+00
   1.830493E-03    -5.644908E+00
   1.847600E-03    -4.611487E+00
   1.864708E-03    -3.504609E+00
   1.881815E-03    -2.341904E+00
   1.898923E-03    -1.141895E+00
   1.916030E-03     7.630371E-02
   1.933137E-03     1.293287E+00
   1.950245E-03     2.489669E+00
   1.967352E-03     3.646393E+00
   1.984460E-03     4.745032E+00
   2.001567E-03     5.768086E+00
   2.018674E-03     6.699259E+00
   2.035782E-03     7.523718E+00
   2.052889E-03     8.228328E+00
   2.069997E-03     8.801868E+00
   2.087104E-03     9.235200E+00
   2.104211E-03     9.521422E+00
   2.121319E-03     9.655975E+00
   2.138426E-03     9.636715E+00
   2.155534E-03     9.463948E+00
   2.172641E-03     9.140428E+00
   2.189749E-03     8.671308E+00
   2.206856E-03     8.064060E+00
   2.223963E-03     7.328357E+00
   2.241071E-03     6.475918E+00
   2.258178E-03     5.520323E+00
   2.275286E-03     4.476793E+00
   2.292393E-03     3.361951E+00
   2.309500E-03     2.193556E+00
   2.326608E-03     9.902186E-01
   2.343715E-03    -2.288921E-01
   2.360823E-03    -1.444357E+00
   2.377930E-03    -2.636814E+00
   2.395037E-03    -3.787268E+00
   2.412145E-03    -4.877394E+00
   2.429252E-03    -5.889827E+00
   2.446360E-03    -6.808439E+00
   2.463467E-03    -7.618597E+00
   2.480574E-03    -8.307397E+00
   2.497682E-03    -8.863866E+00
   2.514789E-03    -9.279139E+00
   2.531897E-03    -9.546603E+00
   2.549004E-03    -9.661996E+00
   2.566112E-03    -9.623481E+00
   2.583219E-03    -9.431670E+00
   2.600326E-03    -9.089619E+00
   2.617434E-03    -8.602778E+00
   2.634541E-03    -7.978900E+00
   2.651649E-03    -7.227924E+00
   2.668756E-03    -6.361813E+00
   2.685863E-03    -5.394362E+00
   2.702971E-03    -4.340984E+00
   2.720078E-03    -3.218456E+00
   2.737186E-03    -2.044661E+00
   2.754293E-03    -8.382953E-01
   2.771400E-03     3.814235E-01
   2.788508E-03     1.595066E+00
   2.805615E-03     2.783301E+00
   2.822723E-03     3.927200E+00
   2.839830E-03     5.008541E+00
   2.856938E-03     6.010100E+00
   2.874045E-03     6.915922E+00
   2.891152E-03     7.711579E+00
   2.908260E-03     8.384395E+00
   2.925367E-03     8.923654E+00
   2.942475E-03     9.320766E+00
   2.959582E-03     9.569405E+00
   2.976689E-03     9.665610E+00
   2.993797E-03     9.607848E+00
   3.010904E-03     9.397041E+00
   3.028012E-03     9.036545E+00
   3.045119E-03     8.532104E+00
   3.062226E-03     7.891752E+00
   3.079334E-03     7.125691E+00
   3.096441E-03     6.246122E+00
   3.113549E-03     5.267057E+00
   3.130656E-03     4.204092E+00
   3.147763E-03     3.074158E+00
   3.164871E-03     1.895256E+00
   3.181978E-03     6.861630E-01
   3.199086E-03    -5.338598E-01
   3.216193E-03    -1.745379E+00
   3.233301E-03    -2.929095E+00
   3.250408E-03    -4.066153E+00
   3.267515E-03    -5.138439E+00
   3.284623E-03    -6.128875E+00
   3.301730E-03    -7.021681E+00
   3.318838E-03    -7.802638E+00
   3.335945E-03    -8.459304E+00
   3.353052E-03    -8.981219E+00
   3.370160E-03    -9.360070E+00
   3.387267E-03    -9.589821E+00
   3.404375E-03    -9.666814E+00
