# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00     1.975962E+00
   1.710741E-05     9.838005E-01
   3.421482E-05    -9.963243E-01
   5.132223E-05    -1.975909E+00
   6.842964E-05    -9.712240E-01
   8.553705E-05     1.008795E+00
   1.026445E-04     1.975750E+00
   1.197519E-04     9.585954E-01
   1.368593E-04    -1.021211E+00
   1.539667E-04    -1.975485E+00
   1.710741E-04    -9.459153E-01
   1.881815E-04     1.033572E+00
   2.052889E-04     1.975114E+00
   2.223963E-04     9.331845E-01
   2.395037E-04    -1.045878E+00
   2.566112E-04    -1.974637E+00
   2.737186E-04    -9.204037E-01
   2.908260E-04     1.058128E+00
   3.079334E-04     1.974055E+00
   3.250408E-04     9.075735E-01
   3.421482E-04    -1.070321E+00
   3.592556E-04    -1.973366E+00
   3.763630E-04    -8.946946E-01
   3.934704E-04     1.082457E+00
   4.105778E-04     1.972571E+00
   4.276853E-04     8.817677E-01
   4.447927E-04    -1.094535E+00
   4.619001E-04    -1.971671E+00
   4.790075E-04    -8.687935E-01
   4.961149E-04     1.106554E+00
   5.132223E-04     1.970665E+00
   5.303297E-04     8.557727E-01
   5.474371E-04    -1.118513E+00
   5.645445E-04    -1.969553E+00
   5.816519E-04    -8.427061E-01
   5.987594E-04     1.130413E+00
   6.158668E-04     1.968336E+00
   6.329742E-04     8.295942E-01
   6.500816E-04    -1.142252E+00
   6.671890E-04    -1.967013E+00
   6.842964E-04    -8.164378E-01
   7.014038E-04     1.154030E+00
   7.185112E-04     1.965585E+00
   7.356186E-04     8.032377E-01
   7.527261E-04    -1.165746E+00
   7.698335E-04    -1.964051E+00
   7.869409E-04    -7.899944E-01
   8.040483E-04     1.177399E+00
   8.211557E-04     1.962411E+00
   8.382631E-04     7.767088E-01
   8.553705E-04    -1.188989E+00
   8.724779E-04    -1.960667E+00
   8.895853E-04    -7.633815E-01
   9.066927E-04     1.200516E+00
   9.238002E-04     1.958817E+00
   9.409076E-04     7.500133E-01
   9.580150E-04    -1.211978E+00
   9.751224E-04    -1.956863E+00
   9.922298E-04    -7.366048E-01
   1.009337E-03     1.223375E+00
   1.026445E-03     1.954803E+00
   1.043552E-03     7.231569E-01
   1.060659E-03    -1.234706E+00
   1.077767E-03    -1.952638E+00
   1.094874E-03    -7.096701E-01
   1.111982E-03     1.245971E+00
   1.129089E-03     1.950369E+00
   1.146196E-03     6.961453E-01
   1.163304E-03    -1.257169E+00
   1.180411E-03    -1.947995E+00
   1.197519E-03    -6.825832E-01
   1.214626E-03     1.268300E+00
   1.231734E-03     1.945517E+00
   1.248841E-03     6.689844E-01
   1.265948E-03    -1.279363E+00
   1.283056E-03    -1.942934E+00
   1.300163E-03    -6.553497E-01
   1.317271E-03     1.290357E+00
   1.334378E-03     1.940247E+00
   1.351485E-03     6.416799E-01
   1.368593E-03    -1.301282E+00
   1.385700E-03    -1.937456E+00
   1.402808E-03    -6.279757E-01
   1.419915E-03     1.312138E+00
   1.437022E-03     1.934561E+00
   1.454130E-03     6.142378E-01
   1.471237E-03    -1.322922E+00
   1.488345E-03    -1.931563E+00
   1.505452E-03    -6.004670E-01
   1.522560E-03     1.333636E+00
   1.539667E-03     1.928460E+00
   1.556774E-03     5.866639E-01
   1.573882E-03    -1.344279E+00
   1.590989E-03    -1.925254E+00
   1.608097E-03    -5.728294E-01
   1.625204E-03     1.354849E+00
   1.642311E-03     1.921946E+00
   1.659419E-03     5.589641E-01
   1.676526E-03    -1.365347E+00
   1.693634E-03    -1.918533E+00
   1.710741E-03    -5.450689E-01
   1.727848E-03     1.375771E+00
   1.744956E-03     1.915018E+00
   1.762063E-03     5.311445E-01
   1.779171E-03    -1.386121E+00
   1.796278E-03    -1.911401E+00
   1.813385E-03    -5.171915E-01
   1.830493E-03     1.396398E+00
   1.847600E-03     1.907681E+00
   1.864708E-03     5.032108E-01
   1.881815E-03    -1.406599E+00
   1.898923E-03    -1.903858E+00
   1.916030E-03    -4.892031E-01
   1.933137E-03     1.416725E+00
   1.950245E-03     1.899933E+00
   1.967352E-03     4.751692E-01
   1.984460E-03    -1.426775E+00
   2.001567E-03    -1.895907E+00
   2.018674E-03    -4.611098E-01
   2.035782E-03     1.436748E+00
   2.052889E-03     1.891778E+00
   2.069997E-03     4.470257E-01
   2.087104E-03    -1.446644E+00
   2.104211E-03    -1.887549E+00
   2.121319E-03    -4.329175E-01
   2.138426E-03     1.456463E+00
   2.155534E-03     1.883218E+00
   2.172641E-03     4.187862E-01
   2.189749E-03    -1.466204E+00
   2.206856E-03    -1.878786E+00
   2.223963E-03    -4.046324E-01
   2.241071E-03     1.475866E+00
   2.258178E-03     1.874253E+00
   2.275286E-03     3.904569E-01
   2.292393E-03    -1.485448E+00
   2.309500E-03    -1.869620E+00
   2.326608E-03    -3.762604E-01
   2.343715E-03     1.494951E+00
   2.360823E-03     1.864886E+00
   2.377930E-03     3.620438E-01
   2.395037E-03    -1.504374E+00
   2.412145E-03    -1.860053E+00
   2.429252E-03    -3.478078E-01
   2.446360E-03     1.513717E+00
   2.463467E-03     1.855119E+00
   2.480574E-03     3.335531E-01
   2.497682E-03    -1.522978E+00
   2.514789E-03    -1.850086E+00
   2.531897E-03    -3.192805E-01
   2.549004E-03     1.532157E+00
   2.566112E-03     1.844954E+00
   2.583219E-03     3.049907E-01
   2.600326E-03    -1.541254E+00
   2.617434E-03    -1.839723E+00
