# Time(s)         Deslocamento u_{10}(t)
   0.000000E+00    -1.788649E-02
   1.710741E-05    -1.741410E-02
   3.421482E-05    -1.602187E-02
   5.132223E-05    -1.378334E-02
   6.842964E-05    -1.081676E-02
   8.553705E-05    -7.278821E-03
   1.026445E-04    -3.356407E-03
   1.197519E-04     7.432976E-04
   1.368593E-04     4.803740E-03
   1.539667E-04     8.610442E-03
   1.710741E-04     1.196233E-02
   1.881815E-04     1.468235E-02
   2.052889E-04     1.662683E-02
   2.223963E-04     1.769306E-02
   2.395037E-04     1.782471E-02
   2.566112E-04     1.701485E-02
   2.737186E-04     1.530623E-02
   2.908260E-04     1.278912E-02
   3.079334E-04     9.596468E-03
   3.250408E-04     5.896920E-03
   3.421482E-04     1.885889E-03
   3.592556E-04    -2.224758E-03
   3.763630E-04    -6.217890E-03
   3.934704E-04    -9.882585E-03
   4.105778E-04    -1.302527E-02
   4.276853E-04    -1.547994E-02
   4.447927E-04    -1.711694E-02
   4.619001E-04    -1.784980E-02
   4.790075E-04    -1.763981E-02
   4.961149E-04    -1.649806E-02
   5.132223E-04    -1.448486E-02
   5.303297E-04    -1.170655E-02
   5.474371E-04    -8.309888E-03
   5.645445E-04    -4.474285E-03
   5.816519E-04    -4.023431E-04
   5.987594E-04     3.690851E-03
   6.158668E-04     7.589089E-03
   6.329742E-04     1.108646E-02
   6.500816E-04     1.399823E-02
   6.671890E-04     1.617060E-02
   6.842964E-04     1.748881E-02
   7.014038E-04     1.788324E-02
   7.185112E-04     1.733305E-02
   7.356186E-04     1.586731E-02
   7.527261E-04     1.356344E-02
   7.698335E-04     1.054312E-02
   7.869409E-04     6.965906E-03
   8.040483E-04     3.020742E-03
   8.211557E-04    -1.083982E-03
   8.382631E-04    -5.131448E-03
   8.553705E-04    -8.907864E-03
   8.724779E-04    -1.221376E-02
   8.895853E-04    -1.487450E-02
   9.066927E-04    -1.674955E-02
   9.238002E-04    -1.773987E-02
   9.409076E-04    -1.779315E-02
   9.580150E-04    -1.690656E-02
   9.751224E-04    -1.512695E-02
   9.922298E-04    -1.254832E-02
   1.009337E-03    -9.306861E-03
   1.026445E-03    -5.573805E-03
   1.043552E-03    -1.546333E-03
   1.060659E-03     2.562819E-03
   1.077767E-03     6.536599E-03
   1.094874E-03     1.016511E-02
   1.111982E-03     1.325668E-02
   1.129089E-03     1.564802E-02
   1.146196E-03     1.721281E-02
   1.163304E-03     1.786839E-02
   1.180411E-03     1.758014E-02
   1.197519E-03     1.636329E-02
   1.214626E-03     1.428210E-02
   1.231734E-03     1.144652E-02
   1.248841E-03     8.006312E-03
   1.265948E-03     4.143202E-03
   1.283056E-03     6.124225E-05
   1.300163E-03    -4.023952E-03
   1.317271E-03    -7.896596E-03
   1.334378E-03    -1.135213E-02
   1.351485E-03    -1.420803E-02
   1.368593E-03    -1.631344E-02
   1.385700E-03    -1.755716E-02
   1.402808E-03    -1.787348E-02
   1.419915E-03    -1.724570E-02
   1.437022E-03    -1.570698E-02
   1.454130E-03    -1.333860E-02
   1.471237E-03    -1.026565E-02
   1.488345E-03    -6.650457E-03
   1.505452E-03    -2.683978E-03
   1.522560E-03     1.424271E-03
   1.539667E-03     5.457289E-03
   1.556774E-03     9.202046E-03
   1.573882E-03     1.246074E-02
   1.590989E-03     1.506124E-02
   1.608097E-03     1.686618E-02
   1.625204E-03     1.778023E-02
   1.642311E-03     1.775511E-02
   1.659419E-03     1.679213E-02
   1.676526E-03     1.494217E-02
   1.693634E-03     1.230295E-02
   1.710741E-03     9.013869E-03
   1.727848E-03     5.248663E-03
   1.744956E-03     1.206215E-03
   1.762063E-03    -2.899947E-03
   1.779171E-03    -6.852929E-03
   1.796278E-03    -1.044393E-02
   1.813385E-03    -1.348327E-02
   1.830493E-03    -1.581040E-02
   1.847600E-03    -1.730241E-02
   1.864708E-03    -1.788048E-02
   1.881815E-03    -1.751408E-02
   1.898923E-03    -1.622257E-02
   1.916030E-03    -1.407415E-02
   1.933137E-03    -1.118232E-02
   1.950245E-03    -7.699823E-03
   1.967352E-03    -3.810612E-03
   1.984460E-03     2.798809E-04
   2.001567E-03     4.355590E-03
   2.018674E-03     8.201231E-03
   2.035782E-03     1.161367E-02
   2.052889E-03     1.441266E-02
   2.069997E-03     1.645036E-02
   2.087104E-03     1.761912E-02
   2.104211E-03     1.785722E-02
   2.121319E-03     1.715208E-02
   2.138426E-03     1.554094E-02
   2.155534E-03     1.310891E-02
   2.172641E-03     9.984444E-03
   2.189749E-03     6.332589E-03
   2.206856E-03     2.346239E-03
   2.223963E-03    -1.764043E-03
   2.241071E-03    -5.781146E-03
   2.258178E-03    -9.492881E-03
   2.275286E-03    -1.270319E-02
   2.292393E-03    -1.524250E-02
   2.309500E-03    -1.697668E-02
   2.326608E-03    -1.781413E-02
   2.343715E-03    -1.771061E-02
   2.360823E-03    -1.667159E-02
   2.377930E-03    -1.475196E-02
   2.395037E-03    -1.205311E-02
   2.412145E-03    -8.717598E-03
