# Time(s)         Deslocamento u_{10}(t)
   2.429252E-03    -4.921611E-03
   2.446360E-03    -8.656581E-04
   2.463467E-03     3.236020E-03
   2.480574E-03     7.166767E-03
   2.497682E-03     1.071896E-02
   2.514789E-03     1.370496E-02
   2.531897E-03     1.596704E-02
   2.549004E-03     1.738573E-02
   2.566112E-03     1.788607E-02
   2.583219E-03     1.744165E-02
   2.600326E-03     1.607594E-02
   2.617434E-03     1.386108E-02
   2.634541E-03     1.091405E-02
   2.651649E-03     7.390534E-03
   2.668756E-03     3.476636E-03
   2.685863E-03    -6.209022E-04
   2.702971E-03    -4.685643E-03
   2.720078E-03    -8.502883E-03
   2.737186E-03    -1.187099E-02
   2.754293E-03    -1.461205E-02
   2.771400E-03    -1.658129E-02
   2.788508E-03    -1.767468E-02
   2.805615E-03    -1.783447E-02
   2.822723E-03    -1.705222E-02
   2.839830E-03    -1.536924E-02
   2.856938E-03    -1.287445E-02
   2.874045E-03    -9.699606E-03
   2.891152E-03    -6.012418E-03
   2.908260E-03    -2.007645E-03
   2.925367E-03     2.103173E-03
   2.942475E-03     6.102900E-03
   2.959582E-03     9.780263E-03
   2.976689E-03     1.294102E-02
   2.993797E-03     1.541821E-02
   3.010904E-03     1.708100E-02
   3.028012E-03     1.784154E-02
   3.045119E-03     1.765967E-02
   3.062226E-03     1.654499E-02
   3.079334E-03     1.455638E-02
   3.096441E-03     1.179888E-02
   3.113549E-03     8.418156E-03
   3.130656E-03     4.592769E-03
   3.147763E-03     5.247864E-04
   3.164871E-03    -3.570916E-03
   3.181978E-03    -7.477999E-03
   3.199086E-03    -1.099008E-02
   3.216193E-03    -1.392166E-02
   3.233301E-03    -1.611787E-02
   3.250408E-03    -1.746271E-02
   3.267515E-03    -1.788516E-02
   3.284623E-03    -1.736288E-02
   3.301730E-03    -1.592347E-02
   3.318838E-03    -1.364296E-02
   3.335945E-03    -1.064182E-02
   3.353052E-03    -7.078556E-03
   3.370160E-03    -3.141396E-03
   3.387267E-03     9.616976E-04
   3.404375E-03     5.013993E-03
